JW;0;136
JW;0;138
JW;0;145
JW;0;147
JW;0;150
JW;0;151
JW;0;156
JW;0;160
JW;0;161
JW;0;162
JW;0;163
JW;0;165
JW;0;170
JW;0;171
JW;0;174
JW;0;180
JW;0;183
JW;0;184
JW;0;185
JW;0;187
JW;0;189
JW;0;196
JW;0;201
JW;0;202
JW;0;204
JW;0;211
JW;0;218
JW;0;219
JW;0;222
JW;0;223
JW;0;225
JW;0;228
JW;0;233
JW;0;236
JW;0;238
JW;0;241
JW;0;242
JW;0;248
JW;0;249
DPLL;1;13
DPLL;1;27
DPLL;1;31
DPLL;1;44
DPLL;1;61
DPLL;1;63
DPLL;1;92
DPLL;1;98
DPLL;1;115
DPLL;1;117
DPLL;1;131
DPLL;1;181
DPLL;1;194
DPLL;1;213
DPLL;1;224
DPLL;1;230
DPLL;1;231
MOM;1;1
MOM;1;15
MOM;1;27
MOM;1;63
MOM;1;86
MOM;1;87
MOM;1;141
MOM;1;155
MOM;1;168
MOM;1;213
MOM;1;214
DPLL;2;1
DPLL;2;15
DPLL;2;38
DPLL;2;68
DPLL;2;80
DPLL;2;93
DPLL;2;97
DPLL;2;99
DPLL;2;116
DPLL;2;129
DPLL;2;133
DPLL;2;137
DPLL;2;141
DPLL;2;149
DPLL;2;155
DPLL;2;157
DPLL;2;173
DPLL;2;182
DPLL;2;193
MOM;2;25
MOM;2;31
MOM;2;35
MOM;2;37
MOM;2;89
MOM;2;97
MOM;2;98
MOM;2;116
MOM;2;133
MOM;2;227
MOM;2;234
DPLL;3;22
DPLL;3;37
DPLL;3;40
DPLL;3;45
DPLL;3;90
DPLL;3;103
DPLL;3;119
DPLL;3;120
DPLL;3;121
DPLL;3;124
DPLL;3;132
DPLL;3;153
DPLL;3;197
DPLL;3;205
DPLL;3;217
DPLL;3;244
DPLL;3;247
MOM;3;6
MOM;3;22
MOM;3;38
MOM;3;72
MOM;3;73
MOM;3;121
MOM;3;124
MOM;3;139
MOM;3;159
MOM;3;176
MOM;3;177
MOM;3;181
MOM;3;192
MOM;3;197
MOM;3;203
MOM;3;205
MOM;3;209
MOM;3;217
MOM;3;240
MOM;3;243
DPLL;4;14
DPLL;4;28
DPLL;4;33
DPLL;4;36
DPLL;4;72
DPLL;4;74
DPLL;4;81
DPLL;4;86
DPLL;4;87
DPLL;4;111
DPLL;4;126
DPLL;4;168
DPLL;4;176
DPLL;4;177
DPLL;4;188
DPLL;4;199
DPLL;4;203
DPLL;4;210
DPLL;4;237
MOM;4;13
MOM;4;33
MOM;4;44
MOM;4;55
MOM;4;99
MOM;4;104
MOM;4;111
MOM;4;117
MOM;4;128
MOM;4;131
MOM;4;132
MOM;4;137
MOM;4;143
MOM;4;188
MOM;4;210
MOM;4;224
MOM;4;226
MOM;4;247
DPLL;5;26
DPLL;5;66
DPLL;5;89
DPLL;5;104
DPLL;5;108
DPLL;5;123
DPLL;5;130
DPLL;5;139
DPLL;5;144
DPLL;5;159
DPLL;5;240
MOM;5;92
MOM;5;154
MOM;5;193
MOM;5;194
MOM;5;250
JW;5;25
DPLL;6;79
DPLL;6;140
DPLL;6;143
DPLL;6;154
DPLL;6;191
DPLL;6;192
DPLL;6;195
DPLL;6;209
DPLL;6;226
DPLL;6;227
DPLL;6;243
MOM;6;23
MOM;6;81
MOM;6;84
MOM;6;91
MOM;6;129
MOM;6;198
MOM;6;220
MOM;6;229
DPLL;7;10
DPLL;7;11
DPLL;7;73
DPLL;7;96
DPLL;7;158
DPLL;7;167
DPLL;7;208
DPLL;7;214
DPLL;7;246
MOM;7;10
MOM;7;45
MOM;7;80
MOM;7;93
MOM;7;125
MOM;7;144
MOM;7;167
MOM;7;190
MOM;7;195
MOM;7;207
MOM;7;208
MOM;7;244
DPLL;8;49
DPLL;8;50
DPLL;8;152
DPLL;8;186
DPLL;8;200
DPLL;8;232
DPLL;8;239
DPLL;8;245
MOM;8;14
MOM;8;40
MOM;8;74
MOM;8;90
MOM;8;231
DPLL;9;53
DPLL;9;56
DPLL;9;146
DPLL;9;198
DPLL;9;212
MOM;9;120
MOM;9;142
MOM;9;157
MOM;9;169
MOM;9;237
JW;9;155
DPLL;10;35
DPLL;10;166
DPLL;10;169
DPLL;10;172
DPLL;10;215
DPLL;10;235
DPLL;10;250
MOM;10;200
MOM;10;230
MOM;10;245
JW;10;89
DPLL;11;23
DPLL;11;25
DPLL;11;55
DPLL;11;82
DPLL;11;91
DPLL;11;164
DPLL;11;179
MOM;11;16
MOM;11;53
MOM;11;146
MOM;11;153
MOM;11;166
MOM;11;206
JW;11;15
JW;11;37
MOM;12;60
MOM;12;246
DPLL;13;6
DPLL;13;41
DPLL;13;148
DPLL;13;178
DPLL;13;229
MOM;13;3
MOM;13;152
MOM;13;215
MOM;13;232
MOM;13;235
DPLL;14;125
DPLL;14;190
DPLL;14;207
MOM;14;186
MOM;14;239
DPLL;15;3
DPLL;15;59
DPLL;15;60
DPLL;15;134
MOM;15;179
JW;15;116
JW;15;240
MOM;16;119
MOM;16;130
MOM;16;148
MOM;16;149
DPLL;17;175
MOM;17;158
MOM;17;175
JW;17;205
DPLL;18;234
MOM;18;28
MOM;18;103
MOM;18;199
MOM;18;216
DPLL;19;46
MOM;19;46
MOM;19;50
MOM;19;68
MOM;19;82
MOM;19;122
DPLL;20;113
MOM;20;36
MOM;20;66
MOM;20;178
MOM;20;191
MOM;20;212
MOM;21;115
DPLL;22;122
DPLL;22;206
MOM;22;26
MOM;22;108
MOM;22;134
JW;23;197
MOM;24;56
MOM;25;173
DPLL;26;142
DPLL;27;216
JW;27;143
DPLL;28;128
MOM;28;126
JW;28;63
MOM;29;96
JW;29;1
JW;29;97
MOM;30;79
MOM;30;221
JW;30;87
JW;30;224
JW;31;10
JW;31;177
JW;31;247
DPLL;32;109
DPLL;33;221
MOM;33;113
JW;33;111
DPLL;34;220
MOM;34;172
JW;34;117
JW;34;231
MOM;35;123
MOM;35;140
JW;35;80
JW;35;86
JW;36;31
JW;36;133
JW;36;226
JW;37;33
JW;38;22
JW;38;119
JW;39;13
JW;39;194
JW;41;181
JW;42;209
JW;43;124
JW;44;90
JW;44;154
DPLL;45;84
MOM;47;59
MOM;47;71
MOM;48;61
DPLL;50;16
JW;50;141
MOM;51;109
JW;52;27
JW;53;131
JW;53;139
JW;55;14
MOM;56;49
JW;56;168
JW;57;193
JW;58;137
JW;58;176
JW;59;40
JW;59;153
JW;60;213
JW;60;230
JW;61;53
JW;61;207
JW;62;99
JW;62;210
JW;64;44
JW;65;188
MOM;67;164
JW;67;129
JW;67;227
JW;68;121
JW;69;72
JW;69;104
MOM;70;182
JW;70;232
JW;76;98
JW;82;192
JW;82;203
JW;83;73
JW;83;120
JW;85;6
JW;86;3
JW;89;66
JW;91;234
JW;93;173
JW;96;92
JW;97;152
JW;103;214
JW;104;229
JW;105;144
MOM;107;41
JW;110;140
JW;111;167
JW;114;132
JW;115;195
JW;115;215
JW;120;235
MOM;121;11
JW;121;243
JW;125;166
JW;128;186
JW;136;103
DPLL;142;71
JW;144;93
JW;146;55
JW;146;244
JW;147;246
JW;148;91
JW;149;16
JW;152;128
JW;159;217
JW;162;206
JW;164;250
JW;168;45
JW;172;84
JW;179;38
JW;185;122
JW;185;175
JW;185;190
JW;195;178
JW;199;220
JW;205;125
JW;210;159
JW;217;79
JW;223;59
JW;226;208
JW;230;179
JW;235;113
JW;255;157
JW;257;134
JW;262;96
JW;265;68
JW;268;50
JW;274;146
JW;281;115
JW;281;149
JW;290;212
JW;312;237
JW;314;82
JW;320;81
JW;326;172
JW;343;23
JW;359;56
JW;384;60
JW;402;158
JW;405;198
JW;418;26
JW;420;130
JW;454;239
JW;464;46
JW;507;199
JW;551;28
JW;553;245
JW;592;142
JW;699;71
JW;713;126
JW;747;200
JW;780;35
JW;875;221
JW;1080;148
JW;1084;123
JW;1089;169
JW;1114;36
JW;1133;164
JW;1170;216
JW;1198;182
JW;1307;49
JW;1308;74
JW;1679;108
JW;1869;61
JW;1989;109
JW;2359;11
JW;3397;191
JW;4835;41
